Timestamp                       Thread     Type        Activity             PID    TTL  
2026-04-21 15:04:33.846015+0900 0x16b5     Activity    0x5c44e              439    0    PriTypeV2: (InputMethodKit) Get bundle identifier
2026-04-21 15:04:33.846022+0900 0x16b5     Activity    0x5c44f              439    0    PriTypeV2: (InputMethodKit) Get valid marked text attributes
2026-04-21 15:04:33.846847+0900 0x16b5     Default     0x0                  439    0    PriTypeV2: (InputMethodKit) <private>
2026-04-21 15:04:33.846849+0900 0x16b5     Activity    0x5caf0              439    0    PriTypeV2: (InputMethodKit) Set value for tag
2026-04-21 15:04:33.847725+0900 0x16b5     Activity    0x5caf1              439    0    PriTypeV2: (InputMethodKit) Menu
2026-04-21 15:04:37.701276+0900 0x16b5     Activity    0x5caf2              439    0    PriTypeV2: (InputMethodKit) Deactivate Server
2026-04-21 15:04:37.701280+0900 0x16b5     Activity    0x5caf3              439    0    PriTypeV2: (InputMethodKit) Get bundle identifier
2026-04-21 15:04:37.701678+0900 0x16b5     Activity    0x5caf4              439    0    PriTypeV2: (InputMethodKit) Activate Server
2026-04-21 15:04:37.701679+0900 0x16b5     Activity    0x5caf5              439    0    PriTypeV2: (InputMethodKit) Get bundle identifier
2026-04-21 15:04:37.701687+0900 0x16b5     Activity    0x5caf6              439    0    PriTypeV2: (InputMethodKit) Get bundle identifier
2026-04-21 15:04:37.701690+0900 0x16b5     Activity    0x5caf7              439    0    PriTypeV2: (InputMethodKit) Get valid marked text attributes
2026-04-21 15:04:37.702296+0900 0x16b5     Default     0x0                  439    0    PriTypeV2: (InputMethodKit) <private>
2026-04-21 15:04:37.702299+0900 0x16b5     Activity    0x5caf8              439    0    PriTypeV2: (InputMethodKit) Set value for tag
2026-04-21 15:04:37.706195+0900 0x16b5     Activity    0x5caf9              439    0    PriTypeV2: (InputMethodKit) Menu
2026-04-21 15:04:39.443672+0900 0x16b5     Activity    0x5cafa              439    0    PriTypeV2: (InputMethodKit) Deactivate Server
2026-04-21 15:04:39.443676+0900 0x16b5     Activity    0x5cafb              439    0    PriTypeV2: (InputMethodKit) Get bundle identifier
2026-04-21 15:04:39.695566+0900 0x16b5     Activity    0x5cafc              439    0    PriTypeV2: (InputMethodKit) Activate Server
2026-04-21 15:04:39.695573+0900 0x16b5     Activity    0x5cafd              439    0    PriTypeV2: (InputMethodKit) Get bundle identifier
2026-04-21 15:04:39.695619+0900 0x16b5     Activity    0x5cafe              439    0    PriTypeV2: (InputMethodKit) Get bundle identifier
2026-04-21 15:04:39.695626+0900 0x16b5     Activity    0x5caff              439    0    PriTypeV2: (InputMethodKit) Get valid marked text attributes
2026-04-21 15:04:39.696466+0900 0x16b5     Default     0x0                  439    0    PriTypeV2: (InputMethodKit) <private>
2026-04-21 15:04:39.696469+0900 0x16b5     Activity    0x5cb70              439    0    PriTypeV2: (InputMethodKit) Set value for tag
2026-04-21 15:04:39.696834+0900 0x16b5     Activity    0x5cb71              439    0    PriTypeV2: (InputMethodKit) Menu
2026-04-21 15:04:40.942962+0900 0x16b5     Activity    0x5cb72              439    0    PriTypeV2: (InputMethodKit) Deactivate Server
2026-04-21 15:04:40.942965+0900 0x16b5     Activity    0x5cb73              439    0    PriTypeV2: (InputMethodKit) Get bundle identifier
2026-04-21 15:04:40.943264+0900 0x16b5     Activity    0x5cb74              439    0    PriTypeV2: (InputMethodKit) Activate Server
2026-04-21 15:04:40.943265+0900 0x16b5     Activity    0x5cb75              439    0    PriTypeV2: (InputMethodKit) Get bundle identifier
2026-04-21 15:04:40.943273+0900 0x16b5     Activity    0x5cb76              439    0    PriTypeV2: (InputMethodKit) Get bundle identifier
2026-04-21 15:04:40.943275+0900 0x16b5     Activity    0x5cb77              439    0    PriTypeV2: (InputMethodKit) Get valid marked text attributes
2026-04-21 15:04:40.943701+0900 0x16b5     Default     0x0                  439    0    PriTypeV2: (InputMethodKit) <private>
2026-04-21 15:04:40.943702+0900 0x16b5     Activity    0x5cb78              439    0    PriTypeV2: (InputMethodKit) Set value for tag
2026-04-21 15:04:40.946334+0900 0x16b5     Activity    0x5cb79              439    0    PriTypeV2: (InputMethodKit) Menu
2026-04-21 15:04:42.179794+0900 0x16b5     Activity    0x5cb7a              439    0    PriTypeV2: (InputMethodKit) Deactivate Server
2026-04-21 15:04:42.179800+0900 0x16b5     Activity    0x5cb7b              439    0    PriTypeV2: (InputMethodKit) Get bundle identifier
2026-04-21 15:04:42.431617+0900 0x16b5     Activity    0x5cb7c              439    0    PriTypeV2: (InputMethodKit) Activate Server
2026-04-21 15:04:42.431621+0900 0x16b5     Activity    0x5cb7d              439    0    PriTypeV2: (InputMethodKit) Get bundle identifier
2026-04-21 15:04:42.431646+0900 0x16b5     Activity    0x5cb7e              439    0    PriTypeV2: (InputMethodKit) Get bundle identifier
2026-04-21 15:04:42.431650+0900 0x16b5     Activity    0x5cb7f              439    0    PriTypeV2: (InputMethodKit) Get valid marked text attributes
2026-04-21 15:04:42.432425+0900 0x16b5     Default     0x0                  439    0    PriTypeV2: (InputMethodKit) <private>
2026-04-21 15:04:42.432427+0900 0x16b5     Activity    0x5cbc0              439    0    PriTypeV2: (InputMethodKit) Set value for tag
2026-04-21 15:04:42.432716+0900 0x16b5     Activity    0x5cbc1              439    0    PriTypeV2: (InputMethodKit) Menu
2026-04-21 15:04:46.547318+0900 0x16b5     Activity    0x5cbc2              439    0    PriTypeV2: (InputMethodKit) Deactivate Server
2026-04-21 15:04:46.547327+0900 0x16b5     Activity    0x5cbc3              439    0    PriTypeV2: (InputMethodKit) Get bundle identifier
2026-04-21 15:04:46.548008+0900 0x16b5     Activity    0x5cbc4              439    0    PriTypeV2: (InputMethodKit) Activate Server
2026-04-21 15:04:46.548012+0900 0x16b5     Activity    0x5cbc5              439    0    PriTypeV2: (InputMethodKit) Get bundle identifier
2026-04-21 15:04:46.548031+0900 0x16b5     Activity    0x5cbc6              439    0    PriTypeV2: (InputMethodKit) Get bundle identifier
2026-04-21 15:04:46.548043+0900 0x16b5     Activity    0x5cbc7              439    0    PriTypeV2: (InputMethodKit) Get valid marked text attributes
2026-04-21 15:04:46.548749+0900 0x16b5     Default     0x0                  439    0    PriTypeV2: (InputMethodKit) <private>
2026-04-21 15:04:46.548751+0900 0x16b5     Activity    0x5cbc8              439    0    PriTypeV2: (InputMethodKit) Set value for tag
2026-04-21 15:04:46.549384+0900 0x16b5     Activity    0x5cbc9              439    0    PriTypeV2: (InputMethodKit) Menu
2026-04-21 15:04:48.283957+0900 0x16b5     Activity    0x5cbca              439    0    PriTypeV2: (InputMethodKit) Deactivate Server
2026-04-21 15:04:48.283960+0900 0x16b5     Activity    0x5cbcb              439    0    PriTypeV2: (InputMethodKit) Get bundle identifier
2026-04-21 15:04:48.535359+0900 0x16b5     Activity    0x5cbcc              439    0    PriTypeV2: (InputMethodKit) Activate Server
2026-04-21 15:04:48.535365+0900 0x16b5     Activity    0x5cbcd              439    0    PriTypeV2: (InputMethodKit) Get bundle identifier
2026-04-21 15:04:48.535392+0900 0x16b5     Activity    0x5cbce              439    0    PriTypeV2: (InputMethodKit) Get bundle identifier
2026-04-21 15:04:48.535399+0900 0x16b5     Activity    0x5cbcf              439    0    PriTypeV2: (InputMethodKit) Get valid marked text attributes
2026-04-21 15:04:48.536233+0900 0x16b5     Default     0x0                  439    0    PriTypeV2: (InputMethodKit) <private>
2026-04-21 15:04:48.536235+0900 0x16b5     Activity    0x5cd80              439    0    PriTypeV2: (InputMethodKit) Set value for tag
2026-04-21 15:04:48.536674+0900 0x16b5     Activity    0x5cd81              439    0    PriTypeV2: (InputMethodKit) Menu
2026-04-21 15:05:17.242775+0900 0x16b5     Activity    0x5cd82              439    0    PriTypeV2: (InputMethodKit) Deactivate Server
2026-04-21 15:05:17.242781+0900 0x16b5     Activity    0x5cd83              439    0    PriTypeV2: (InputMethodKit) Get bundle identifier
2026-04-21 15:05:17.243319+0900 0x16b5     Activity    0x5cd84              439    0    PriTypeV2: (InputMethodKit) Activate Server
2026-04-21 15:05:17.243321+0900 0x16b5     Activity    0x5cd85              439    0    PriTypeV2: (InputMethodKit) Get bundle identifier
2026-04-21 15:05:17.243331+0900 0x16b5     Activity    0x5cd86              439    0    PriTypeV2: (InputMethodKit) Get bundle identifier
2026-04-21 15:05:17.243335+0900 0x16b5     Activity    0x5cd87              439    0    PriTypeV2: (InputMethodKit) Get valid marked text attributes
2026-04-21 15:05:17.244137+0900 0x16b5     Default     0x0                  439    0    PriTypeV2: (InputMethodKit) <private>
2026-04-21 15:05:17.244139+0900 0x16b5     Activity    0x5cd88              439    0    PriTypeV2: (InputMethodKit) Set value for tag
2026-04-21 15:05:17.244668+0900 0x16b5     Activity    0x5cd89              439    0    PriTypeV2: (InputMethodKit) Menu
2026-04-21 15:05:18.156262+0900 0x16b5     Activity    0x5cd8a              439    0    PriTypeV2: (InputMethodKit) Deactivate Server
2026-04-21 15:05:18.156270+0900 0x16b5     Activity    0x5cd8b              439    0    PriTypeV2: (InputMethodKit) Get bundle identifier
2026-04-21 15:05:18.407798+0900 0x16b5     Activity    0x5cd8c              439    0    PriTypeV2: (InputMethodKit) Activate Server
2026-04-21 15:05:18.407805+0900 0x16b5     Activity    0x5cd8d              439    0    PriTypeV2: (InputMethodKit) Get bundle identifier
2026-04-21 15:05:18.407833+0900 0x16b5     Activity    0x5cd8e              439    0    PriTypeV2: (InputMethodKit) Get bundle identifier
2026-04-21 15:05:18.407839+0900 0x16b5     Activity    0x5cd8f              439    0    PriTypeV2: (InputMethodKit) Get valid marked text attributes
2026-04-21 15:05:18.408504+0900 0x16b5     Default     0x0                  439    0    PriTypeV2: (InputMethodKit) <private>
2026-04-21 15:05:18.408506+0900 0x16b5     Activity    0x5d060              439    0    PriTypeV2: (InputMethodKit) Set value for tag
2026-04-21 15:05:18.408751+0900 0x16b5     Activity    0x5d061              439    0    PriTypeV2: (InputMethodKit) Menu
2026-04-21 15:05:19.501098+0900 0x16b5     Activity    0x5d062              439    0    PriTypeV2: (InputMethodKit) Deactivate Server
2026-04-21 15:05:19.501103+0900 0x16b5     Activity    0x5d063              439    0    PriTypeV2: (InputMethodKit) Get bundle identifier
2026-04-21 15:05:19.501554+0900 0x16b5     Activity    0x5d064              439    0    PriTypeV2: (InputMethodKit) Activate Server
2026-04-21 15:05:19.501557+0900 0x16b5     Activity    0x5d065              439    0    PriTypeV2: (InputMethodKit) Get bundle identifier
2026-04-21 15:05:19.501568+0900 0x16b5     Activity    0x5d066              439    0    PriTypeV2: (InputMethodKit) Get bundle identifier
2026-04-21 15:05:19.501572+0900 0x16b5     Activity    0x5d067              439    0    PriTypeV2: (InputMethodKit) Get valid marked text attributes
2026-04-21 15:05:19.502172+0900 0x16b5     Default     0x0                  439    0    PriTypeV2: (InputMethodKit) <private>
2026-04-21 15:05:19.502181+0900 0x16b5     Activity    0x5d068              439    0    PriTypeV2: (InputMethodKit) Set value for tag
2026-04-21 15:05:19.506252+0900 0x16b5     Activity    0x5d069              439    0    PriTypeV2: (InputMethodKit) Menu
2026-04-21 15:05:21.321678+0900 0x16b5     Activity    0x5d06a              439    0    PriTypeV2: (InputMethodKit) Deactivate Server
2026-04-21 15:05:21.321685+0900 0x16b5     Activity    0x5d06b              439    0    PriTypeV2: (InputMethodKit) Get bundle identifier
2026-04-21 15:05:21.572931+0900 0x16b5     Activity    0x5d06c              439    0    PriTypeV2: (InputMethodKit) Activate Server
2026-04-21 15:05:21.572938+0900 0x16b5     Activity    0x5d06d              439    0    PriTypeV2: (InputMethodKit) Get bundle identifier
2026-04-21 15:05:21.572973+0900 0x16b5     Activity    0x5d06e              439    0    PriTypeV2: (InputMethodKit) Get bundle identifier
2026-04-21 15:05:21.572980+0900 0x16b5     Activity    0x5d06f              439    0    PriTypeV2: (InputMethodKit) Get valid marked text attributes
2026-04-21 15:05:21.573840+0900 0x16b5     Default     0x0                  439    0    PriTypeV2: (InputMethodKit) <private>
2026-04-21 15:05:21.573843+0900 0x16b5     Activity    0x5d090              439    0    PriTypeV2: (InputMethodKit) Set value for tag
2026-04-21 15:05:21.574223+0900 0x16b5     Activity    0x5d091              439    0    PriTypeV2: (InputMethodKit) Menu
2026-04-21 15:05:25.154287+0900 0x16b5     Activity    0x5d092              439    0    PriTypeV2: (InputMethodKit) Deactivate Server
2026-04-21 15:05:25.154294+0900 0x16b5     Activity    0x5d093              439    0    PriTypeV2: (InputMethodKit) Get bundle identifier
2026-04-21 15:05:25.155034+0900 0x16b5     Activity    0x5d094              439    0    PriTypeV2: (InputMethodKit) Activate Server
2026-04-21 15:05:25.155038+0900 0x16b5     Activity    0x5d095              439    0    PriTypeV2: (InputMethodKit) Get bundle identifier
2026-04-21 15:05:25.155055+0900 0x16b5     Activity    0x5d096              439    0    PriTypeV2: (InputMethodKit) Get bundle identifier
2026-04-21 15:05:25.155061+0900 0x16b5     Activity    0x5d097              439    0    PriTypeV2: (InputMethodKit) Get valid marked text attributes
2026-04-21 15:05:25.155960+0900 0x16b5     Default     0x0                  439    0    PriTypeV2: (InputMethodKit) <private>
2026-04-21 15:05:25.155963+0900 0x16b5     Activity    0x5d098              439    0    PriTypeV2: (InputMethodKit) Set value for tag
2026-04-21 15:05:25.156573+0900 0x16b5     Activity    0x5d099              439    0    PriTypeV2: (InputMethodKit) Menu
2026-04-21 15:05:26.242830+0900 0x16b5     Activity    0x5d09a              439    0    PriTypeV2: (InputMethodKit) Deactivate Server
2026-04-21 15:05:26.242835+0900 0x16b5     Activity    0x5d09b              439    0    PriTypeV2: (InputMethodKit) Get bundle identifier
2026-04-21 15:05:26.494141+0900 0x16b5     Activity    0x5d09c              439    0    PriTypeV2: (InputMethodKit) Activate Server
2026-04-21 15:05:26.494148+0900 0x16b5     Activity    0x5d09d              439    0    PriTypeV2: (InputMethodKit) Get bundle identifier
2026-04-21 15:05:26.494180+0900 0x16b5     Activity    0x5d09e              439    0    PriTypeV2: (InputMethodKit) Get bundle identifier
2026-04-21 15:05:26.494187+0900 0x16b5     Activity    0x5d09f              439    0    PriTypeV2: (InputMethodKit) Get valid marked text attributes
2026-04-21 15:05:26.495068+0900 0x16b5     Default     0x0                  439    0    PriTypeV2: (InputMethodKit) <private>
2026-04-21 15:05:26.495070+0900 0x16b5     Activity    0x5d0e0              439    0    PriTypeV2: (InputMethodKit) Set value for tag
2026-04-21 15:05:26.495351+0900 0x16b5     Activity    0x5d0e1              439    0    PriTypeV2: (InputMethodKit) Menu
2026-04-21 15:05:58.086941+0900 0x16b5     Default     0x0                  439    0    PriTypeV2: (libxpc.dylib) [com.apple.xpc:connection] [0x87297e880] invalidated because the current process cancelled the connection by calling xpc_connection_cancel()
2026-04-21 15:05:58.087255+0900 0x16b5     Activity    0x5d0e2              439    0    PriTypeV2: (InputMethodKit) Deactivate Server
2026-04-21 15:05:58.087261+0900 0x16b5     Activity    0x5d0e3              439    0    PriTypeV2: (InputMethodKit) Get bundle identifier
2026-04-21 15:05:58.087692+0900 0x1daf1    Default     0x0                  439    0    PriTypeV2: (libxpc.dylib) [com.apple.xpc:connection] [0x87297f000] activating connection: mach=false listener=false peer=true name=com.apple.xpc.anonymous.0x872c64dc0.peer[922].0x87297f000
2026-04-21 15:05:58.089124+0900 0x16b5     Activity    0x5d0e4              439    0    PriTypeV2: (InputMethodKit) Deactivate Server
2026-04-21 15:05:58.089127+0900 0x16b5     Activity    0x5d0e5              439    0    PriTypeV2: (InputMethodKit) Get bundle identifier
2026-04-21 15:06:11.102376+0900 0x16b5     Activity    0x5d0e6              439    0    PriTypeV2: (InputMethodKit) Activate Server
2026-04-21 15:06:11.102384+0900 0x16b5     Activity    0x5d0e7              439    0    PriTypeV2: (InputMethodKit) Get bundle identifier
2026-04-21 15:06:11.102419+0900 0x16b5     Activity    0x5d0e8              439    0    PriTypeV2: (InputMethodKit) Get bundle identifier
2026-04-21 15:06:11.102425+0900 0x16b5     Activity    0x5d0e9              439    0    PriTypeV2: (InputMethodKit) Get valid marked text attributes
2026-04-21 15:06:11.104351+0900 0x16b5     Default     0x0                  439    0    PriTypeV2: (libxpc.dylib) [com.apple.xpc:connection] [0x87234dc80] invalidated because the current process cancelled the connection by calling xpc_connection_cancel()
2026-04-21 15:06:11.104426+0900 0x16b5     Activity    0x5d0ea              439    0    PriTypeV2: (InputMethodKit) Deactivate Server
2026-04-21 15:06:11.104430+0900 0x16b5     Activity    0x5d0eb              439    0    PriTypeV2: (InputMethodKit) Get bundle identifier
2026-04-21 15:06:11.104816+0900 0x1d736    Default     0x0                  439    0    PriTypeV2: (libxpc.dylib) [com.apple.xpc:connection] [0x87297f180] activating connection: mach=false listener=false peer=true name=com.apple.xpc.anonymous.0x872c64dc0.peer[1286].0x87297f180
2026-04-21 15:06:11.104946+0900 0x16b5     Activity    0x5d0ec              439    0    PriTypeV2: (InputMethodKit) Deactivate Server
2026-04-21 15:06:11.104947+0900 0x16b5     Activity    0x5d0ed              439    0    PriTypeV2: (InputMethodKit) Get bundle identifier
2026-04-21 15:06:13.533779+0900 0x1d736    Default     0x0                  439    0    PriTypeV2: (libxpc.dylib) [com.apple.xpc:connection] [0x87297f180] invalidated because the client process (pid 1286) either cancelled the connection or exited
2026-04-21 15:06:48.204642+0900 0x16b5     Activity    0x5d0ee              439    0    PriTypeV2: (InputMethodKit) Activate Server
2026-04-21 15:06:48.204644+0900 0x16b5     Activity    0x5d0ef              439    0    PriTypeV2: (InputMethodKit) Get bundle identifier
2026-04-21 15:06:48.204807+0900 0x16b5     Activity    0x60640              439    0    PriTypeV2: (InputMethodKit) Get bundle identifier
2026-04-21 15:06:48.204810+0900 0x16b5     Activity    0x60641              439    0    PriTypeV2: (InputMethodKit) Get valid marked text attributes
2026-04-21 15:06:48.205745+0900 0x16b5     Default     0x0                  439    0    PriTypeV2: (libxpc.dylib) [com.apple.xpc:connection] [0x87297ee80] invalidated because the current process cancelled the connection by calling xpc_connection_cancel()
2026-04-21 15:06:48.205789+0900 0x16b5     Activity    0x60642              439    0    PriTypeV2: (InputMethodKit) Deactivate Server
2026-04-21 15:06:48.205791+0900 0x16b5     Activity    0x60643              439    0    PriTypeV2: (InputMethodKit) Get bundle identifier
2026-04-21 15:06:48.205991+0900 0x1d736    Default     0x0                  439    0    PriTypeV2: (libxpc.dylib) [com.apple.xpc:connection] [0x87297f180] activating connection: mach=false listener=false peer=true name=com.apple.xpc.anonymous.0x872c64dc0.peer[537].0x87297f180
2026-04-21 15:06:48.206107+0900 0x16b5     Activity    0x60644              439    0    PriTypeV2: (InputMethodKit) Deactivate Server
2026-04-21 15:06:48.206112+0900 0x16b5     Activity    0x60645              439    0    PriTypeV2: (InputMethodKit) Get bundle identifier
2026-04-21 15:07:15.451142+0900 0x16b5     Activity    0x60646              439    0    PriTypeV2: (InputMethodKit) Activate Server
2026-04-21 15:07:15.451148+0900 0x16b5     Activity    0x60647              439    0    PriTypeV2: (InputMethodKit) Get bundle identifier
2026-04-21 15:07:15.451177+0900 0x16b5     Activity    0x60648              439    0    PriTypeV2: (InputMethodKit) Get bundle identifier
2026-04-21 15:07:15.451182+0900 0x16b5     Activity    0x60649              439    0    PriTypeV2: (InputMethodKit) Get valid marked text attributes
2026-04-21 15:07:15.452403+0900 0x16b5     Default     0x0                  439    0    PriTypeV2: (libxpc.dylib) [com.apple.xpc:connection] [0x87234df80] invalidated because the current process cancelled the connection by calling xpc_connection_cancel()
2026-04-21 15:07:15.452475+0900 0x16b5     Activity    0x6064a              439    0    PriTypeV2: (InputMethodKit) Deactivate Server
2026-04-21 15:07:15.452477+0900 0x16b5     Activity    0x6064b              439    0    PriTypeV2: (InputMethodKit) Get bundle identifier
2026-04-21 15:07:15.452799+0900 0x1e426    Default     0x0                  439    0    PriTypeV2: (libxpc.dylib) [com.apple.xpc:connection] [0x87297f300] activating connection: mach=false listener=false peer=true name=com.apple.xpc.anonymous.0x872c64dc0.peer[922].0x87297f300
2026-04-21 15:07:15.452917+0900 0x16b5     Activity    0x6064c              439    0    PriTypeV2: (InputMethodKit) Deactivate Server
2026-04-21 15:07:15.452919+0900 0x16b5     Activity    0x6064d              439    0    PriTypeV2: (InputMethodKit) Get bundle identifier
2026-04-21 15:09:06.870973+0900 0x1e61f    Default     0x0                  439    0    PriTypeV2: (libxpc.dylib) [com.apple.xpc:connection] [0x87297ed00] invalidated because the client process (pid 922) either cancelled the connection or exited
2026-04-21 15:09:06.871084+0900 0x1e61f    Default     0x0                  439    0    PriTypeV2: (libxpc.dylib) [com.apple.xpc:connection] [0x87297e280] invalidated because the client process (pid 922) either cancelled the connection or exited
2026-04-21 15:12:44.429927+0900 0x16b5     Default     0x0                  439    0    PriTypeV2: (FrontBoardServices) [com.apple.FrontBoard:SceneClient] [com.apple.controlcenter:22C58A71-1196-436B-AB45-98B20043F9DE] Sending action(s) in update: NSSceneFenceAction
2026-04-21 15:12:45.263449+0900 0x16b5     Default     0x0                  439    0    PriTypeV2: (FrontBoardServices) [com.apple.FrontBoard:SceneClient] [com.apple.controlcenter:22C58A71-1196-436B-AB45-98B20043F9DE] Sending action(s) in update: NSSceneFenceAction
2026-04-21 15:12:54.031075+0900 0x16b5     Activity    0x6064e              439    0    PriTypeV2: (CoreFoundation) Loading Preferences From User CFPrefsD
2026-04-21 15:12:54.042108+0900 0x16b5     Default     0x0                  439    0    PriTypeV2: (FrontBoardServices) [com.apple.FrontBoard:SceneClient] [com.apple.controlcenter:22C58A71-1196-436B-AB45-98B20043F9DE] Sending action(s) in update: NSSceneFenceAction
2026-04-21 15:12:54.091694+0900 0x1eb48    Activity    0x62890              439    0    PriTypeV2: (RunningBoardServices) didChangeInheritances
2026-04-21 15:12:54.142670+0900 0x1f925    Activity    0x62891              439    0    PriTypeV2: (CoreSpotlight) end-index-batch
2026-04-21 15:12:54.142905+0900 0x1f925    Activity    0x62892              439    0    PriTypeV2: (CoreSpotlight) index-items
2026-04-21 15:12:54.143169+0900 0x1f925    Default     0x62892              439    0    PriTypeV2: (CoreSpotlight) [com.apple.corespotlight:index] CSInlineDonation:<private>: Skipping donation (feature flag disabled)
2026-04-21 15:12:55.091167+0900 0x16b5     Default     0x0                  439    0    PriTypeV2: (FrontBoardServices) [com.apple.FrontBoard:SceneClient] [com.apple.controlcenter:22C58A71-1196-436B-AB45-98B20043F9DE] Sending action(s) in update: NSSceneFenceAction
2026-04-21 15:12:55.189299+0900 0x1f927    Activity    0x628b1              439    0    PriTypeV2: (CoreSpotlight) end-index-batch
2026-04-21 15:12:55.189445+0900 0x1f927    Activity    0x628b2              439    0    PriTypeV2: (CoreSpotlight) index-items
2026-04-21 15:12:55.189548+0900 0x1f927    Default     0x628b2              439    0    PriTypeV2: (CoreSpotlight) [com.apple.corespotlight:index] CSInlineDonation:<private>: Skipping donation (feature flag disabled)
2026-04-21 15:12:55.202525+0900 0x1f925    Activity    0x628b3              439    0    PriTypeV2: (RunningBoardServices) didChangeInheritances
2026-04-21 15:12:59.056014+0900 0x16b5     Activity    0x628b4              439    0    PriTypeV2: (InputMethodKit) Activate Server
2026-04-21 15:12:59.056020+0900 0x16b5     Activity    0x628b5              439    0    PriTypeV2: (InputMethodKit) Get bundle identifier
2026-04-21 15:12:59.056049+0900 0x16b5     Activity    0x628b6              439    0    PriTypeV2: (InputMethodKit) Get bundle identifier
2026-04-21 15:12:59.056054+0900 0x16b5     Activity    0x628b7              439    0    PriTypeV2: (InputMethodKit) Get valid marked text attributes
2026-04-21 15:12:59.056411+0900 0x16b5     Activity    0x628b8              439    0    PriTypeV2: (InputMethodKit) First character rect
2026-04-21 15:12:59.058227+0900 0x16b5     Default     0x0                  439    0    PriTypeV2: (libxpc.dylib) [com.apple.xpc:connection] [0x872d48f00] invalidated because the current process cancelled the connection by calling xpc_connection_cancel()
2026-04-21 15:12:59.058295+0900 0x16b5     Activity    0x628b9              439    0    PriTypeV2: (InputMethodKit) Deactivate Server
2026-04-21 15:12:59.058297+0900 0x16b5     Activity    0x628ba              439    0    PriTypeV2: (InputMethodKit) Get bundle identifier
2026-04-21 15:12:59.058682+0900 0x1f925    Default     0x0                  439    0    PriTypeV2: (libxpc.dylib) [com.apple.xpc:connection] [0x87297ed00] activating connection: mach=false listener=false peer=true name=com.apple.xpc.anonymous.0x872c64dc0.peer[445].0x87297ed00
2026-04-21 15:12:59.058782+0900 0x16b5     Activity    0x628bb              439    0    PriTypeV2: (InputMethodKit) Deactivate Server
2026-04-21 15:12:59.058783+0900 0x16b5     Activity    0x628bc              439    0    PriTypeV2: (InputMethodKit) Get bundle identifier
2026-04-21 15:13:01.554985+0900 0x16b5     Default     0x0                  439    0    PriTypeV2: (FrontBoardServices) [com.apple.FrontBoard:SceneClient] [com.apple.controlcenter:22C58A71-1196-436B-AB45-98B20043F9DE] Sending action(s) in update: NSSceneFenceAction
2026-04-21 15:13:01.598822+0900 0x1f927    Activity    0x628be              439    0    PriTypeV2: (RunningBoardServices) didChangeInheritances
2026-04-21 15:13:01.649181+0900 0x1f925    Activity    0x628bf              439    0    PriTypeV2: (CoreSpotlight) end-index-batch
2026-04-21 15:13:01.649380+0900 0x1f925    Activity    0x62cc0              439    0    PriTypeV2: (CoreSpotlight) index-items
2026-04-21 15:13:01.649507+0900 0x1f925    Default     0x62cc0              439    0    PriTypeV2: (CoreSpotlight) [com.apple.corespotlight:index] CSInlineDonation:<private>: Skipping donation (feature flag disabled)
2026-04-21 15:13:02.548587+0900 0x16b5     Activity    0x62cde              439    0    PriTypeV2: (AppKit) perform action for menu item
2026-04-21 15:13:02.548744+0900 0x16b5     Activity    0x62cdf              439    0    PriTypeV2: (AppKit) sendAction:
2026-04-21 15:13:02.554868+0900 0x16b5     Default     0x0                  439    0    PriTypeV2: (FrontBoardServices) [com.apple.FrontBoard:SceneClient] [com.apple.controlcenter:22C58A71-1196-436B-AB45-98B20043F9DE] Sending action(s) in update: NSSceneFenceAction
2026-04-21 15:13:02.574430+0900 0x16b5     Fault       0x62ce1              439    14   PriTypeV2: (SwiftUICore) [com.apple.SwiftUI:Invalid Configuration] No symbol named 'period' found in system symbol set
2026-04-21 15:13:02.574432+0900 0x16b5     Activity    0x62ce1              439    0    PriTypeV2: (libsystem_trace.dylib) Activity for state dumps
2026-04-21 15:13:02.593699+0900 0x16b5     Fault       0x62ce2              439    14   PriTypeV2: (SwiftUICore) [com.apple.SwiftUI:Invalid Configuration] No symbol named 'period' found in system symbol set
2026-04-21 15:13:02.593700+0900 0x16b5     Activity    0x62ce2              439    0    PriTypeV2: (libsystem_trace.dylib) Activity for state dumps
2026-04-21 15:13:02.611292+0900 0x1f927    Default     0x62cdf              439    0    PriTypeV2: (UIIntelligenceSupport) [com.apple.UIIntelligenceSupport:xpc] establishing connection to agent
2026-04-21 15:13:02.611304+0900 0x1f927    Default     0x62cdf              439    0    PriTypeV2: (libxpc.dylib) [com.apple.xpc:session] [0x8721a6940] Session created.
2026-04-21 15:13:02.611305+0900 0x1f927    Default     0x62cdf              439    0    PriTypeV2: (libxpc.dylib) [com.apple.xpc:session] [0x8721a6940] Session created from connection [0x871334640]
2026-04-21 15:13:02.611311+0900 0x1f927    Default     0x62cdf              439    0    PriTypeV2: (libxpc.dylib) [com.apple.xpc:connection] [0x871334640] activating connection: mach=true listener=false peer=false name=com.apple.uiintelligencesupport.agent
2026-04-21 15:13:02.611476+0900 0x1f927    Default     0x62cdf              439    0    PriTypeV2: (libxpc.dylib) [com.apple.xpc:session] [0x8721a6940] Session activated
2026-04-21 15:13:02.611822+0900 0x1f925    Default     0x62cdf              439    0    PriTypeV2: (UIIntelligenceSupport) [com.apple.UIIntelligenceSupport:xpc] Connection established with agent PID: 770
2026-04-21 15:13:02.612953+0900 0x1f925    Activity    0x62ce4              439    0    PriTypeV2: (RunningBoardServices) didChangeInheritances
